company_permalink,company_name,company_category_code,company_country_code,company_state_code,company_region,company_city,funding_round_type,funded_at,funded_month,funded_quarter,funded_year, raised_amount_usd 
/company/3i-systems,3i Systems,hardware,CHN,,Guangdong,Guangdong,series-b,8/20/07,2007-08,2007-Q3,2007,"6,500,000"
/company/3jam,3Jam,mobile,USA,CA,SF Bay,San Francisco,series-a,7/1/07,2007-07,2007-Q3,2007,"4,000,000"
/company/3leaf,3Leaf,software,USA,CA,SF Bay,Santa Clara,series-b,4/30/07,2007-04,2007-Q2,2007,"20,000,000"
/company/3leaf,3Leaf,software,USA,CA,SF Bay,Santa Clara,series-c+,9/22/08,2008-09,2008-Q3,2008,"35,000,000"
/company/3lm,3LM,mobile,,,unknown,,series-a,7/1/10,2010-07,2010-Q3,2010,"1,500,000"
/company/3p-biopharmaceuticals,3P Biopharmaceuticals,biotech,ESP,,Navarra,Navarra,venture,2/5/08,2008-02,2008-Q1,2008,"732,000"
/company/3p-biopharmaceuticals,3P Biopharmaceuticals,biotech,ESP,,Navarra,Navarra,venture,6/29/07,2007-06,2007-Q2,2007,"4,051,500"
/company/3pillar-global,3Pillar Global,software,USA,VA,Washington DC,Fairfax,venture,4/21/10,2010-04,2010-Q2,2010,"520,000"
/company/3pillar-global,3Pillar Global,software,USA,VA,Washington DC,Fairfax,venture,6/9/11,2011-06,2011-Q2,2011,"10,000,000"
/company/3pillar-global,3Pillar Global,software,USA,VA,Washington DC,Fairfax,other,1/29/10,2010-01,2010-Q1,2010,"3,400,000"
/company/3pillar-global,3Pillar Global,software,USA,VA,Washington DC,Fairfax,series-a,6/6/13,2013-06,2013-Q2,2013,"12,000,000"
/company/3play-media,3Play Media,software,USA,MA,Boston,Cambridge,venture,2/8/10,2010-02,2010-Q1,2010,"450,000"
/company/3play-media,3Play Media,software,USA,MA,Boston,Cambridge,venture,6/21/11,2011-06,2011-Q2,2011,"511,601"
/company/3point5-com,3point5.com,,USA,UT,Salt Lake City,Salt Lake City,series-b,10/9/06,2006-10,2006-Q4,2006,"1,500,000"
/company/3power-energy-group,3POWER ENERGY GROUP,cleantech,GBR,,Plymouth,Plymouth,venture,3/11/11,2011-03,2011-Q1,2011,"50,000,000"
/company/3rd-planet,3rd Planet,web,SGP,,Singapore - Other,,angel,2/10/11,2011-02,2011-Q1,2011,"500,000"
/company/3rd-planet,3rd Planet,web,SGP,,Singapore - Other,,series-a,5/1/12,2012-05,2012-Q2,2012,"1,000,000"
/company/3roam,3ROAM,mobile,FRA,,MOUGINS,Mougins,venture,11/14/08,2008-11,2008-Q4,2008,"1,394,250"
/company/3scale,3scale,enterprise,ESP,,Barcelona,Barcelona,angel,4/20/10,2010-04,2010-Q2,2010,"800,000"
/company/3scale,3scale,enterprise,ESP,,Barcelona,Barcelona,private-equity,4/24/13,2013-04,2013-Q2,2013,"4,200,000"
/company/3scan,3Scan,biotech,USA,CA,SF Bay,San Francisco,other,4/23/12,2012-04,2012-Q2,2012,"350,000"
/company/3seventy,3Seventy,software,USA,TX,Austin,Austin,series-a,8/19/11,2011-08,2011-Q3,2011,"2,000,000"
/company/3sp-group,3SP Group,public_relations,FRA,,France - Other,,venture,5/20/09,2009-05,2009-Q2,2009,"13,780,000"
/company/3tier-environmental-forecast-group,3TIER,cleantech,USA,WA,Seattle,Seattle,venture,12/18/08,2008-12,2008-Q4,2008,"10,000,000"
/company/3tier-environmental-forecast-group,3TIER,cleantech,USA,WA,Seattle,Seattle,venture,2/25/10,2010-02,2010-Q1,2010,"3,000,000"
/company/3tier-environmental-forecast-group,3TIER,cleantech,USA,WA,Seattle,Seattle,series-b,9/5/07,2007-09,2007-Q3,2007,"2,000,000"
/company/3touch,3Touch,software,IRL,,Athlone,Athlone,venture,5/1/07,2007-05,2007-Q2,2007,"272,000"
/company/3v-transaction-services,3V Transaction Services,,IRL,,TBD,"Blackrock,",series-a,3/1/13,2013-03,2013-Q1,2013,"25,500,000"
/company/3vr-security,3VR,security,USA,CA,SF Bay,San Francisco,series-c+,8/20/09,2009-08,2009-Q3,2009,"12,000,000"
/company/3vr-security,3VR,security,USA,CA,SF Bay,San Francisco,series-c+,9/28/06,2006-09,2006-Q3,2006,"9,000,000"
/company/3vr-security,3VR,security,USA,CA,SF Bay,San Francisco,series-b,1/17/06,2006-01,2006-Q1,2006,"10,000,000"
/company/3vr-security,3VR,security,USA,CA,SF Bay,San Francisco,venture,12/21/10,2010-12,2010-Q4,2010,"17,000,000"
/company/3vr-security,3VR,security,USA,CA,SF Bay,San Francisco,series-a,1/15/09,2009-01,2009-Q1,2009,"5,000,000"
/company/3vr-security,3VR,security,USA,CA,SF Bay,San Francisco,other,10/4/13,2013-10,2013-Q4,2013,"3,567,194"
/company/3x-systems,3X Systems,security,USA,OH,Columbus,Columbus,venture,5/26/10,2010-05,2010-Q2,2010,"1,693,925"
/company/4-tell,4-Tell,ecommerce,USA,OR,Portland,Portland,angel,7/1/11,2011-07,2011-Q3,2011,"25,000"
/company/4-tell,4-Tell,ecommerce,USA,OR,Portland,Portland,series-a,1/1/12,2012-01,2012-Q1,2012,"1,000,000"
/company/4-tell,4-Tell,ecommerce,USA,OR,Portland,Portland,venture,12/19/11,2011-12,2011-Q4,2011,"959,979"
/company/4-tell,4-Tell,ecommerce,USA,OR,Portland,Portland,other,7/26/13,2013-07,2013-Q3,2013,"250,000"
/company/404-found,404 Found!,public_relations,,,unknown,,angel,7/1/99,1999-07,1999-Q3,1999,"513,200"
/company/404-found,404 Found!,public_relations,,,unknown,,series-a,7/1/00,2000-07,2000-Q3,2000,"5,733,600"
/company/40billion-com,40billion.com,social,USA,GA,Atlanta,Atlanta,angel,4/1/08,2008-04,2008-Q2,2008,"50,000"
/company/40billion-com,40billion.com,social,USA,GA,Atlanta,Atlanta,angel,6/1/09,2009-06,2009-Q2,2009,"380,000"
/company/40billion-com,40billion.com,social,USA,GA,Atlanta,Atlanta,angel,6/1/10,2010-06,2010-Q2,2010,"620,000"
/company/410-labs,410 Labs,messaging,USA,MD,Baltimore,Baltimore,series-a,7/11/11,2011-07,2011-Q3,2011,"750,000"
/company/41st-parameter,41st Parameter,security,USA,CA,SF Bay,San Jose,venture,12/22/09,2009-12,2009-Q4,2009,"3,794,570"
/company/41st-parameter,41st Parameter,security,USA,CA,SF Bay,San Jose,series-c+,8/9/07,2007-08,2007-Q3,2007,"10,070,000"
/company/41st-parameter,41st Parameter,security,USA,CA,SF Bay,San Jose,series-b,5/8/06,2006-05,2006-Q2,2006,"11,200,000"
/company/41st-parameter,41st Parameter,security,USA,CA,SF Bay,San Jose,series-c+,4/11/12,2012-04,2012-Q2,2012,"13,000,000"
/company/422-group,422 Group,software,USA,GA,Atlanta,Tucker,venture,6/15/10,2010-06,2010-Q2,2010,"1,000,000"
/company/425-307-3480,Loctronix,software,USA,WA,Seattle,Woodinville,other,1/17/13,2013-01,2013-Q1,2013,"1,000,000"
/company/42floors,42Floors,real_estate,USA,CA,SF Bay,San Francisco,angel,12/1/11,2011-12,2011-Q4,2011,"400,000"
/company/42floors,42Floors,real_estate,USA,CA,SF Bay,San Francisco,series-a,11/16/12,2012-11,2012-Q4,2012,"5,000,000"
/company/42floors,42Floors,real_estate,USA,CA,SF Bay,San Francisco,series-b,1/31/13,2013-01,2013-Q1,2013,"12,300,000"
/company/42floors,42Floors,real_estate,USA,CA,SF Bay,San Francisco,series-b,1/20/13,2013-01,2013-Q1,2013,"12,000,000"
/company/42matters,AppAware,social,CHE,,Zurich,Zurich,angel,9/12/11,2011-09,2011-Q3,2011,
/company/42networks,42Networks,public_relations,SWE,,Kista,Kista,series-b,2/13/06,2006-02,2006-Q1,2006,"2,258,720"
/company/43things,"43 Things, The Robot Co-op",software,USA,WA,Seattle,Seattle,venture,11/1/04,2004-11,2004-Q4,2004,
/company/480-biomedical,480 Biomedical,biotech,USA,MA,Boston,Watertown,series-a,2/14/12,2012-02,2012-Q1,2012,"15,000,000"
/company/480-biomedical,480 Biomedical,biotech,USA,MA,Boston,Watertown,other,10/30/12,2012-10,2012-Q4,2012,"5,000,000"
/company/480-biomedical,480 Biomedical,biotech,USA,MA,Boston,Watertown,venture,4/12/13,2013-04,2013-Q2,2013,"17,956,999"
/company/4blox,4Blox,software,USA,CA,SF Bay,San Jose,venture,9/10/07,2007-09,2007-Q3,2007,
/company/4cable-tv,4Cable TV,cleantech,USA,SC,TBD,Conway,angel,10/7/13,2013-10,2013-Q4,2013,"20,900"
/company/4dk-technologies,4DK Technologies,mobile,USA,VA,Washington DC,Herndon,private-equity,12/12/11,2011-12,2011-Q4,2011,"3,378,975"
/company/4home,4Home,software,USA,CA,SF Bay,Sunnyvale,series-a,8/1/06,2006-08,2006-Q3,2006,"2,850,000"
/company/4home,4Home,software,USA,CA,SF Bay,Sunnyvale,series-b,9/30/08,2008-09,2008-Q3,2008,"1,000,000"
/company/4home,4Home,software,USA,CA,SF Bay,Sunnyvale,series-c+,6/11/09,2009-06,2009-Q2,2009,"500,000"
/company/4home,4Home,software,USA,CA,SF Bay,Sunnyvale,venture,9/21/09,2009-09,2009-Q3,2009,"525,000"
/company/4home,4Home,software,USA,CA,SF Bay,Sunnyvale,venture,2/3/10,2010-02,2010-Q1,2010,"4,271,354"
/company/4info,4INFO,advertising,USA,CA,SF Bay,San Mateo,series-c+,6/1/07,2007-06,2007-Q2,2007,"10,000,000"
/company/4info,4INFO,advertising,USA,CA,SF Bay,San Mateo,series-c+,3/1/05,2005-03,2005-Q1,2005,"8,000,000"
/company/4info,4INFO,advertising,USA,CA,SF Bay,San Mateo,series-c+,10/1/07,2007-10,2007-Q4,2007,
/company/4info,4INFO,advertising,USA,CA,SF Bay,San Mateo,venture,1/22/09,2009-01,2009-Q1,2009,"20,000,000"
/company/4info,4INFO,advertising,USA,CA,SF Bay,San Mateo,series-c+,10/27/11,2011-10,2011-Q4,2011,"14,000,000"
/company/4info,4INFO,advertising,USA,CA,SF Bay,San Mateo,series-c+,8/4/13,2013-08,2013-Q3,2013,"8,000,000"
/company/4info,4INFO,advertising,USA,CA,SF Bay,San Mateo,venture,4/1/13,2013-04,2013-Q2,2013,"4,288,000"
/company/4less,4Less,ecommerce,AUS,,Warriewood,Warriewood,angel,3/1/12,2012-03,2012-Q1,2012,"1,000,000"
/company/4moms,4moms,hardware,USA,PA,Pittsburg,Pittsburgh,venture,8/9/12,2012-08,2012-Q3,2012,"20,000,000"
/company/4tech,4Tech,biotech,USA,MA,Boston,WALTHAM,private-equity,12/21/11,2011-12,2011-Q4,2011,"7,000,000"
/company/4th-aspect,4th aspect,software,GBR,,Sunderland,Sunderland,angel,3/10/11,2011-03,2011-Q1,2011,"277,453"
/company/4th-aspect,4th aspect,software,GBR,,Sunderland,Sunderland,angel,3/31/12,2012-03,2012-Q1,2012,"160,163"
/company/4th-aspect,4th aspect,software,GBR,,Sunderland,Sunderland,angel,7/15/12,2012-07,2012-Q3,2012,"77,365"
/company/4th-aspect,4th aspect,software,GBR,,Sunderland,Sunderland,angel,8/15/13,2013-08,2013-Q3,2013,"606,101"
/company/4tiitoo,4tiitoo,software,DEU,,Munich,Munich,series-b,11/15/11,2011-11,2011-Q4,2011,
/company/4vets,4vets,pets,BRA,,Sao Paulo,SAO PAULO,other,8/29/13,2013-08,2013-Q3,2013,"762,500"
/company/5-cups-and-some-sugar,5 CUPS and some sugar,web,DEU,,Berlin,Berlin,private-equity,7/23/13,2013-07,2013-Q3,2013,"385,980"
/company/5-minutes,5 Minutes,games_video,CHN,,Shanghai,Shanghai,series-a,12/21/09,2009-12,2009-Q4,2009,"3,500,000"
/company/5-oclock-records,5 O'Clock Records,software,USA,NY,New York,New York,angel,1/8/13,2013-01,2013-Q1,2013,"440,000"
/company/50-cubes,50 Cubes,,USA,CA,SF Bay,San Francisco,other,1/1/12,2012-01,2012-Q1,2012,
/company/500friends,500Friends,enterprise,USA,CA,SF Bay,San Francisco,angel,12/15/09,2009-12,2009-Q4,2009,"1,400,000"
/company/500friends,500Friends,enterprise,USA,CA,SF Bay,San Francisco,series-a,3/14/12,2012-03,2012-Q1,2012,"4,500,000"
/company/500friends,500Friends,enterprise,USA,CA,SF Bay,San Francisco,series-b,3/12/13,2013-03,2013-Q1,2013,"5,000,000"
/company/500friends,500Friends,enterprise,USA,CA,SF Bay,San Francisco,other,3/12/13,2013-03,2013-Q1,2013,"2,000,000"
/company/500px,500px,photo_video,CAN,,Toronto,Toronto,angel,6/3/11,2011-06,2011-Q2,2011,"525,000"
/company/500px,500px,photo_video,CAN,,Toronto,Toronto,series-a,8/7/13,2013-08,2013-Q3,2013,"8,800,000"
/company/51-auto,51 Auto,web,,,unknown,,venture,6/1/08,2008-06,2008-Q2,2008,"4,500,000"
/company/51-com,51.com,web,CHN,,Shanghai,Shanghai,series-c+,7/1/08,2008-07,2008-Q3,2008,"51,000,000"
/company/51-com,51.com,web,CHN,,Shanghai,Shanghai,series-b,5/9/07,2007-05,2007-Q2,2007,"10,000,000"
/company/51-com,51.com,web,CHN,,Shanghai,Shanghai,venture,5/17/06,2006-05,2006-Q2,2006,"6,000,000"
/company/51-give,51 Give,web,CHN,,Beijing,Beijing,series-a,6/10/08,2008-06,2008-Q2,2008,
/company/51hejia-com,51hejia.com,software,CHN,,Shanghai,Shanghai,series-b,7/26/07,2007-07,2007-Q3,2007,"10,000,000"
/company/51intern-com-2,51intern.com èÜ±èÉ_ç_Ô,social,CHN,,Putuo District,"Putuo District, Shanghai",angel,11/1/10,2010-11,2010-Q4,2010,
/company/51talk,51Talk,education,CHN,,Beijing,Beijing,series-b,12/15/13,2013-12,2013-Q4,2013,"12,000,000"
/company/55social,55social,software,BRA,,Brazil - Other,,venture,11/1/11,2011-11,2011-Q4,2011,"3,000,000"
/company/55tuan-com,55tuan.com,ecommerce,CHN,,Beijing,Beijing,series-a,6/1/11,2011-06,2011-Q2,2011,"200,000,000"
/company/55tuan-com,55tuan.com,ecommerce,CHN,,Beijing,Beijing,venture,12/1/10,2010-12,2010-Q4,2010,
/company/56-com,56.com,games_video,CHN,,Guangzhou,Guangzhou,series-b,12/1/07,2007-12,2007-Q4,2007,"20,000,000"
/company/56-com,56.com,games_video,CHN,,Guangzhou,Guangzhou,series-a,6/1/07,2007-06,2007-Q2,2007,"10,000,000"
/company/58-com,58.com,advertising,CHN,,Beijing,Beijing,series-b,5/28/08,2008-05,2008-Q2,2008,"5,780,000"
/company/58-com,58.com,advertising,CHN,,Beijing,Beijing,venture,4/21/10,2010-04,2010-Q2,2010,"15,000,000"
/company/58-com,58.com,advertising,CHN,,Beijing,Beijing,series-c+,1/1/11,2011-01,2011-Q1,2011,"55,000,000"
/company/58-com,58.com,advertising,CHN,,Beijing,Beijing,series-c+,12/1/10,2010-12,2010-Q4,2010,"60,000,000"
/company/58-com,58.com,advertising,CHN,,Beijing,Beijing,series-a,2/1/06,2006-02,2006-Q1,2006,"5,000,000"
/company/591wed,591wed,web,CHN,,China - Other,,venture,12/3/13,2013-12,2013-Q4,2013,"10,000,000"
/company/5barz-international,5BARz International,mobile,USA,WA,Seattle,Seattle,post-ipo,11/12/13,2013-11,2013-Q4,2013,"2,600,000"
/company/5gig,5gig,music,,,unknown,,angel,10/10/09,2009-10,2009-Q4,2009,"368,750"
/company/5min,5min Media,games_video,USA,NY,New York,NY,angel,4/1/07,2007-04,2007-Q2,2007,"300,000"
/company/5min,5min Media,games_video,USA,NY,New York,NY,series-a,11/1/07,2007-11,2007-Q4,2007,"5,000,000"
/company/5min,5min Media,games_video,USA,NY,New York,NY,series-b,7/23/09,2009-07,2009-Q3,2009,"7,500,000"
/company/5minutes,5minutes,web,GBR,,London,London,angel,3/19/12,2012-03,2012-Q1,2012,"15,873"
/company/5o9,5o9,software,USA,CO,Denver,Boulder,angel,5/14/13,2013-05,2013-Q2,2013,"50,000"
/company/5rocks,5Rocks,analytics,PRK,,Seoul,Seoul,series-a,9/1/10,2010-09,2010-Q3,2010,"1,800,000"
/company/5rocks,5Rocks,analytics,PRK,,Seoul,Seoul,series-a,9/3/13,2013-09,2013-Q3,2013,"2,300,000"
/company/5th-finger,5th Finger,mobile,USA,CA,SF Bay,San Francisco,series-a,6/13/08,2008-06,2008-Q2,2008,"7,000,000"
/company/5to1,5to1,advertising,,,unknown,,venture,6/17/09,2009-06,2009-Q2,2009,"2,492,516"
/company/5to1,5to1,advertising,,,unknown,,venture,4/27/09,2009-04,2009-Q2,2009,"2,007,480"
/company/5to1,5to1,advertising,,,unknown,,venture,12/10/09,2009-12,2009-Q4,2009,"1,809,740"
/company/5to1,5to1,advertising,,,unknown,,venture,11/10/10,2010-11,2010-Q4,2010,"6,500,000"
/company/5to1,5to1,advertising,,,unknown,,other,6/14/10,2010-06,2010-Q2,2010,"1,827,500"
/company/60mo,60mo,software,GBR,,Edinburgh,Edinburgh,angel,6/29/09,2009-06,2009-Q2,2009,"200,000"
/company/60mo,60mo,software,GBR,,Edinburgh,Edinburgh,angel,6/29/09,2009-06,2009-Q2,2009,"100,000"
/company/60mo,60mo,software,GBR,,Edinburgh,Edinburgh,series-a,1/19/11,2011-01,2011-Q1,2011,"1,000,000"
/company/64-pixels,64 Pixels,web,USA,CA,SF Bay,Mountain View,angel,10/1/10,2010-10,2010-Q4,2010,"100,000"
/company/6connect,6connect,network_hosting,USA,CA,SF Bay,San Francisco,series-a,8/23/11,2011-08,2011-Q3,2011,"2,000,000"
/company/6fusion,6fusion,enterprise,USA,NC,Raleigh-Durham,Raleigh,series-a,8/23/10,2010-08,2010-Q3,2010,"3,000,000"
/company/6fusion,6fusion,enterprise,USA,NC,Raleigh-Durham,Raleigh,series-b,8/22/11,2011-08,2011-Q3,2011,"7,000,000"
/company/6fusion,6fusion,enterprise,USA,NC,Raleigh-Durham,Raleigh,other,7/25/13,2013-07,2013-Q3,2013,"2,750,000"
/company/6rounds,Rounds,games_video,ISR,,Tel Aviv,Tel Aviv,angel,2/1/08,2008-02,2008-Q1,2008,"150,000"
/company/6rounds,Rounds,games_video,ISR,,Tel Aviv,Tel Aviv,angel,11/1/08,2008-11,2008-Q4,2008,"350,000"
/company/6rounds,Rounds,games_video,ISR,,Tel Aviv,Tel Aviv,series-a,8/1/09,2009-08,2009-Q3,2009,"1,500,000"
/company/6rounds,Rounds,games_video,ISR,,Tel Aviv,Tel Aviv,series-a,11/2/11,2011-11,2011-Q4,2011,"3,000,000"
/company/6scan,6Scan,security,ISR,,Tel Aviv,Tel Aviv,venture,8/4/11,2011-08,2011-Q3,2011,
/company/6scan,6Scan,security,ISR,,Tel Aviv,Tel Aviv,venture,1/3/13,2013-01,2013-Q1,2013,
/company/6sicuro-it,6sicuro.it,finance,ITA,,Milano,Milano,venture,3/14/12,2012-03,2012-Q1,2012,"3,134,880"
/company/6th-sense-analytics,6th Sense Analytics,software,USA,NC,Raleigh-Durham,Morrisville,series-a,1/31/07,2007-01,2007-Q1,2007,"5,000,000"
/company/6th-sense-analytics,6th Sense Analytics,software,USA,NC,Raleigh-Durham,Morrisville,venture,11/11/05,2005-11,2005-Q4,2005,"1,700,000"
/company/6wunderkinder,6Wunderkinder,software,DEU,,Berlin,Berlin,venture,12/21/10,2010-12,2010-Q4,2010,"657,750"
/company/6wunderkinder,6Wunderkinder,software,DEU,,Berlin,Berlin,angel,6/1/11,2011-06,2011-Q2,2011,
/company/6wunderkinder,6Wunderkinder,software,DEU,,Berlin,Berlin,venture,6/1/11,2011-06,2011-Q2,2011,
/company/6wunderkinder,6Wunderkinder,software,DEU,,Berlin,Berlin,series-a,11/16/11,2011-11,2011-Q4,2011,"4,200,000"
/company/6wunderkinder,6Wunderkinder,software,DEU,,Berlin,Berlin,series-b,11/12/13,2013-11,2013-Q4,2013,"19,000,000"
/company/7-billion-people,7 Billion People,software,USA,TX,Austin,Austin,series-a,2/9/09,2009-02,2009-Q1,2009,"3,800,000"
/company/7-billion-people,7 Billion People,software,USA,TX,Austin,Austin,venture,7/13/12,2012-07,2012-Q3,2012,"2,368,902"
/company/7-billion-people,7 Billion People,software,USA,TX,Austin,Austin,other,6/19/12,2012-06,2012-Q2,2012,"360,000"
/company/7-bites,7-bites,enterprise,JPN,,Japan - Other,,angel,6/27/13,2013-06,2013-Q2,2013,"295,000"
/company/7-cups-of-tea,7 Cups of Tea,,USA,VA,Virginia Beach,Virginia Beach,angel,9/1/13,2013-09,2013-Q3,2013,
/company/7-cups-of-tea,7 Cups of Tea,,USA,VA,Virginia Beach,Virginia Beach,angel,3/1/13,2013-03,2013-Q1,2013,
/company/7-oaks-pharmaceutical,7 Oaks Pharmaceutical,biotech,USA,SC,Easley,Easley,venture,6/6/11,2011-06,2011-Q2,2011,"1,613,014"
/company/7-star-entertainment,7 Star Entertainment,games_video,USA,FL,Fort Lauderdale,Pompano Beach,venture,7/14/10,2010-07,2010-Q3,2010,"10,000,000"
/company/71lbs,71lbs,analytics,USA,FL,Chicago,Chicago,angel,6/1/12,2012-06,2012-Q2,2012,"75,000"
/company/71lbs,71lbs,analytics,USA,FL,Chicago,Chicago,angel,3/20/12,2012-03,2012-Q1,2012,
/company/71lbs,71lbs,analytics,USA,FL,Chicago,Chicago,angel,1/1/13,2013-01,2013-Q1,2013,"300,000"
/company/71lbs,71lbs,analytics,USA,FL,Chicago,Chicago,angel,1/8/13,2013-01,2013-Q1,2013,"75,000"
/company/72lux,72Lux,software,USA,NY,New York,New York City,angel,9/1/12,2012-09,2012-Q3,2012,"1,400,000"
/company/77-pieces,77 Pieces,web,NZL,,Wellington,Wellington,angel,3/1/11,2011-03,2011-Q1,2011,"650,000"
/company/777-davis,777 Davis,,USA,CA,SF Bay,San Leandro,series-a,10/3/11,2011-10,2011-Q4,2011,"2,875,000"
/company/7ac-technologies,7AC Technologies,cleantech,USA,MA,Boston,Beverly,other,12/13/11,2011-12,2011-Q4,2011,"460,000"
/company/7ac-technologies,7AC Technologies,cleantech,USA,MA,Boston,Beverly,venture,3/15/12,2012-03,2012-Q1,2012,"2,400,000"
/company/7ac-technologies,7AC Technologies,cleantech,USA,MA,Boston,Beverly,series-b,7/25/12,2012-07,2012-Q3,2012,"4,500,000"
/company/7ac-technologies,7AC Technologies,cleantech,USA,MA,Boston,Beverly,venture,12/20/13,2013-12,2013-Q4,2013,"2,500,000"
/company/7billionideas,7billionideas,social,USA,,United States - Other,,venture,4/7/12,2012-04,2012-Q2,2012,"47,566"
/company/7digital,7digital,music,GBR,,London,London,series-a,1/1/08,2008-01,2008-Q1,2008,"8,500,000"
/company/7digital,7digital,music,GBR,,London,London,venture,10/19/12,2012-10,2012-Q4,2012,"10,000,000"
/company/7digital,7digital,music,GBR,,London,London,venture,9/1/05,2005-09,2005-Q3,2005,
/company/7digital,7digital,music,GBR,,London,London,other,11/25/13,2013-11,2013-Q4,2013,"1,600,000"
/company/7k7k-com,7k7k.com,games_video,CHN,,Beijing,Beijing,venture,6/1/10,2010-06,2010-Q2,2010,"7,000,000"
/company/7mb-technologies,7mb Technologies,software,USA,WA,Seattle,Seattle,venture,10/28/13,2013-10,2013-Q4,2013,"350,075"
/company/7signal-solutions,7signal Solutions,network_hosting,USA,OH,Akron,Akron,series-a,1/1/11,2011-01,2011-Q1,2011,"2,000,000"
/company/7signal-solutions,7signal Solutions,network_hosting,USA,OH,Akron,Akron,series-b,10/15/13,2013-10,2013-Q4,2013,"4,000,000"
/company/7signal-solutions,7signal Solutions,network_hosting,USA,OH,Akron,Akron,venture,7/11/13,2013-07,2013-Q3,2013,"250,000"
/company/7summits,7Summits,consulting,USA,WI,Milwaukee,MIlwaukee,angel,1/1/10,2010-01,2010-Q1,2010,"600,000"
/company/7summits,7Summits,consulting,USA,WI,Milwaukee,MIlwaukee,venture,12/19/13,2013-12,2013-Q4,2013,
/company/7write,7write,web,NLD,,Amsterdam,Amsterdam,angel,6/25/13,2013-06,2013-Q2,2013,"250,000"
/company/7write,7write,web,NLD,,Amsterdam,Amsterdam,angel,4/2/13,2013-04,2013-Q2,2013,"19,260"
/company/8-securities-limited,8 Securities Limited,web,HKG,,Hong Kong,Hong Kong,series-a,6/1/11,2011-06,2011-Q2,2011,"8,000,000"
/company/8-securities-limited,8 Securities Limited,web,HKG,,Hong Kong,Hong Kong,series-b,7/30/12,2012-07,2012-Q3,2012,"2,000,000"
/company/8-securities-limited,8 Securities Limited,web,HKG,,Hong Kong,Hong Kong,venture,12/14/12,2012-12,2012-Q4,2012,"3,000,000"
/company/80-20-solutions,80/20 Solutions,advertising,CAN,,Toronto,Toronto,venture,8/7/09,2009-08,2009-Q3,2009,"2,100,000"
/company/800app,800APP,software,CHN,,Beijing,Beijing,venture,5/11/09,2009-05,2009-Q2,2009,"17,000,000"
/company/800app,800APP,software,CHN,,Beijing,Beijing,series-b,9/21/11,2011-09,2011-Q3,2011,
/company/800razors,800razors,ecommerce,USA,MD,Maryland - Other,,series-a,2/19/13,2013-02,2013-Q1,2013,"100,000"
/company/8020publishing,8020 Media,web,USA,CA,SF Bay,San Francisco,angel,1/1/06,2006-01,2006-Q1,2006,
/company/80th-street-residence-facc-fund-i,80th Street Residence FACC Fund I,health,USA,CA,Los Angeles,Newport Beach,venture,11/18/11,2011-11,2011-Q4,2011,"5,100,000"
/company/88tc88,88tc88,mobile,DEU,,Berlin,Berlin,venture,5/21/12,2012-05,2012-Q2,2012,
/company/8aweek,8aweek,web,USA,,United States - Other,,angel,3/2/08,2008-03,2008-Q1,2008,
/company/8digits,8digits,analytics,TUR,,Istanbul,Istanbul,angel,6/1/12,2012-06,2012-Q2,2012,
/company/8dworld,8D World,games_video,USA,MA,Boston,Woburn,series-a,3/1/08,2008-03,2008-Q1,2008,"7,000,000"
/company/8dworld,8D World,games_video,USA,MA,Boston,Woburn,series-b,12/9/10,2010-12,2010-Q4,2010,"5,250,000"
